hhid,housing,high,hh_inc,hh_size,expec_stockret_prior,expec_hpgrowth_prior,expec_irate_perc,expec_inflation_perc,expec_houseprice_perc,expec_hh_workincome_perc,expec_stockret_perc,expec_gdp_perc,expec_rent_perc,female,age_hh_head_18_24,age_hh_head_25_29,age_hh_head_30_34,age_hh_head_35_39,age_hh_head_40_44,age_hh_head_45_49,age_hh_head_50_54,age_hh_head_55_64,age_hh_head_65,age_children_none,inc_5000,inc_5000_8000,inc_8000_10000,inc_10000_12000,inc_12000_15000,inc_15000_20000,inc_20000_25000,inc_25000_30000,inc_30000_35000,inc_35000_40000,inc_40000_45000,inc_45000_50000,inc_50000_60000,inc_60000_70000,inc_70000_100000,inc_100000,atleast_bachelor,owner,stockowner,prior,z_conf_prior,expec_irate_perc_t01,expec_inflation_perc_t01,expec_houseprice_perc_t01,expec_hh_workincome_perc_t01,expec_stockret_perc_t01,expec_gdp_perc_t01,expec_rent_perc_t01,prior_t01,prior_squ,prior_squ_t01
08662789,0,1,15,1,10,,1.8,2.2,7,3,10,2,8,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,10,-.096149743,1.8,2.2,7,3,10,2,8,10,100,100
08663294,1,0,21,5,,50,1,2.2,1.2,5,4.4,2,2.2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,,50,-.96465683,1,2.2,1.2,5,4.4000001,2,2.2,50,2500,2500
08664402,0,1,27,2,8,,1,4,3,0,1,2,4,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,8,.77235729,1,4,3,0,1,2,4,8,64,64
08664427,0,1,27,4,10,,1,2.2,10,5,100,5,10,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,10,.77235729,1,2.2,10,5,,5,10,10,100,100
08664479,0,0,26,2,20,,5,3,25,20,10,4,15,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,20,-.096149743,5,3,25,20,10,4,15,20,400,400
08664579,1,1,27,2,,2,6,6,15,100,20,1,20,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,-.96465683,6,6,15,,20,1,20,2,4,4
08664639,0,0,26,3,12,,2,1,5,5,10,1.5,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,,12,-.096149743,2,1,5,5,10,1.5,,12,144,144
08664650,1,0,27,3,,1,2,2,1,2,5,2,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,-.096149743,2,2,1,2,5,2,1,1,1,1
08664681,0,1,21,2,10,,5,3,7,16,10,4,7,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,10,1.6408644,5,3,7,16,10,4,7,10,100,100
08664686,1,0,26,1,,-1,1,3,-1,0,-3,-1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,-1,.77235729,1,3,,0,,,,,1,
08666802,0,0,27,2,4,,1,1.2,3,50,2,2,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,4,.77235729,1,1.2,3,50,2,2,2,4,16,16
08667187,1,0,23,5,,10,1,2,1,2,6,2,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,,10,-1.8331639,1,2,1,2,6,2,4,10,100,100
08667785,1,1,18,3,,2,2,4,3,1,5,3,3,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,-.096149743,2,4,3,1,5,3,3,2,4,4
08667933,0,0,26,3,3,,2,2,4,1,2,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,3,.77235729,2,2,4,1,2,3,3,3,9,9
08668014,0,1,21,2,3,,3,5,2,2,2,2,8,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,.77235729,3,5,2,2,2,2,8,3,9,9
08668028,1,1,21,2,,2,1,2,6,4,3,3,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,-.96465683,1,2,6,4,3,3,3,2,4,4
08668056,0,0,26,1,15,,4,2,10,3,10,5,20,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,,15,-.096149743,4,2,10,3,10,5,20,15,225,225
08668146,1,0,26,2,,2,.5,2.2,2,0,3,2,50,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,-.96465683,.5,2.2,2,0,3,2,50,2,4,4
08668150,0,1,27,2,20,,2,2,5,3,10,2,10,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,20,-.96465683,2,2,5,3,10,2,10,20,400,400
08668158,1,0,19,4,,20,2.5,10,1.2,5,5,1.5,10,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,,20,.77235729,2.5,10,1.2,5,5,1.5,10,20,400,400
08668299,1,0,23,2,,5,1,3,5,5,5,2,10,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,5,-.096149743,1,3,5,5,5,2,10,5,25,25
08668312,1,1,23,1,,5,2,3,6,7,5,5,6,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,5,-1.8331639,2,3,6,7,5,5,6,5,25,25
08668355,0,0,18,2,10,,1,5,15,10,2,15,10,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,10,.77235729,1,5,15,10,2,15,10,10,100,100
08668512,0,1,21,1,2.3,,1.75,4,30,6,5,6,7,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2.3,-.096149743,1.75,4,30,6,5,6,7,2.3,5.29,5.29
08669264,0,1,26,2,8,,.2,4,10,.1,8,6,9,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,8,-.096149743,.2,4,10,.1,8,6,9,8,64,64
08670055,1,0,27,2,,5,1,3,5,2,3,2,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,.77235729,1,3,5,2,3,2,3,5,25,25
08670498,1,0,21,1,,5,1.5,3,5,5,3,3.6,1.1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,5,-.096149743,1.5,3,5,5,3,3.5999999,1.1,5,25,25
08670686,0,0,27,3,6,,2,3,5,5,2,2,8,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,6,.77235729,2,3,5,5,2,2,8,6,36,36
08670765,1,1,26,4,,5,2,3,1,5,3,4,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,5,.77235729,2,3,1,5,3,4,2,5,25,25
08670884,0,0,27,2,9,,1,2.5,9,0,9,3,5,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,9,-.96465683,1,2.5,9,0,9,3,5,9,81,81
08671297,1,1,13,4,,10,1,6,5,1,1,2,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,10,.77235729,1,6,5,1,1,2,2,10,100,100
08671364,1,0,23,1,,2,2,2,1.5,3,5.6,2.5,1.2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,-.096149743,2,2,1.5,3,5.5999999,2.5,1.2,2,4,4
08671385,1,1,26,4,,5,1,2,5,1,10,3,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,,5,-.96465683,1,2,5,1,10,3,2,5,25,25
08673064,1,0,18,2,,1,.5,2.2,1.5,0,.5,1,1.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,,1,-.96465683,.5,2.2,1.5,0,.5,1,1.5,1,1,1
08673121,0,0,26,2,2,,1,2.2,1,1,2,2,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,2,.77235729,1,2.2,1,1,2,2,1,2,4,4
08673204,0,1,26,2,.2,,4,2,3,24,32,3,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,,.2,.77235729,4,2,3,24,32,3,4,.2,.040000003,.040000003
08674786,1,0,27,2,,3,1,3,3,3,4,2,10,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3,-.096149743,1,3,3,3,4,2,10,3,9,9
08675300,1,0,26,2,,3,2,2,3,2,4,3,7,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,3,-.096149743,2,2,3,2,4,3,7,3,9,9
08675535,0,0,11,3,20,,5,30,10,5,24,15,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,20,.77235729,5,30,10,5,24,15,5,20,400,400
08676777,0,1,21,3,5,,.02,2,2,2,10,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,5,-.96465683,.02,2,2,2,10,2,2,5,25,25
08676901,0,0,8,1,5,,2,2.5,10,5,2,1,10,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1.6408644,2,2.5,10,5,2,1,10,5,25,25
08678012,0,0,11,3,2,,1,5,3,2,2,1,8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,2,.77235729,1,5,3,2,2,1,8,2,4,4
08678025,1,1,21,2,,20,.1,5,5,1,2,2,7,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,,20,-.096149743,.1,5,5,1,2,2,7,20,400,400
08678032,0,1,23,3,5,,1.5,8,10,10,5,5,25,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,5,.77235729,1.5,8,10,10,5,5,25,5,25,25
08678040,1,0,21,3,,15,.05,2,3,3,2.5,2,2.6,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,15,-.096149743,.050000001,2,3,3,2.5,2,2.5999999,15,225,225
08678442,0,0,16,2,2,,1,1,3,-80,2,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,,2,-.096149743,1,1,3,,2,2,,2,4,4
08680967,1,1,23,3,,5,1,3,5,5,5,5,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,5,-1.8331639,1,3,5,5,5,5,5,5,25,25
08680973,0,1,19,2,25,,10,10,25,40,45,25,20,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,25,1.6408644,10,10,25,40,45,25,20,25,625,625
08680975,1,1,16,2,,10,2,3,5,2,2,1,3,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,10,-.096149743,2,3,5,2,2,1,3,10,100,100
08681925,0,0,26,2,10,,1.5,1.5,5,6,10,3,20,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,10,-.096149743,1.5,1.5,5,6,10,3,20,10,100,100
08681926,1,1,26,1,,6,1,2,6,3,2,2,15,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,6,-1.8331639,1,2,6,3,2,2,15,6,36,36
08681933,0,0,21,2,3,,1,3,3,75,2,4,10,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,-.096149743,1,3,3,75,2,4,10,3,9,9
08682380,1,1,26,2,,10,2,2,6,2,2,5,20,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,10,-.96465683,2,2,6,2,2,5,20,10,100,100
08683068,1,0,13,5,,20,10,10,10,10,10,10,10,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,,20,-1.8331639,10,10,10,10,10,10,10,20,400,400
08684008,1,1,21,2,,20,.02,.03,10,.05,10,.02,10,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,20,-.096149743,.02,.029999999,10,.050000001,10,.02,10,20,400,400
08685622,0,0,18,5,50,,2,2,10,2,2,2,10,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,50,1.6408644,2,2,10,2,2,2,10,50,2500,2500
08685659,1,1,26,2,,5,2,3,10,15,20,10,5,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,5,.77235729,2,3,10,15,20,10,5,5,25,25
08685773,1,0,26,4,,5,1,2.2,2,4,4,3,5,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,5,-.096149743,1,2.2,2,4,4,3,5,5,25,25
08686116,0,1,15,1,2,,1,2,50,90,2,1,5,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,2,1.6408644,1,2,50,,2,1,5,2,4,4
08687858,0,0,26,2,10,,.3,10,5,.4,5,3,4,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,10,-.096149743,.30000001,10,5,.40000001,5,3,4,10,100,100
08690904,0,1,26,1,5,,.75,2.5,3.5,2,5,2,3,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,5,-.096149743,.75,2.5,3.5,2,5,2,3,5,25,25
08692207,0,1,17,1,20,,10,10,10,10,10,10,10,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,20,.77235729,10,10,10,10,10,10,10,20,400,400
08692967,0,1,27,4,5,,2,3,10,10,5,5,15,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,5,.77235729,2,3,10,10,5,5,15,5,25,25
08693022,1,0,18,1,,45,1,2.2,5,15,8,5,25,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,45,-.096149743,1,2.2,5,15,8,5,25,45,2025,2025
08695802,0,1,17,6,15,,4,4,7,5,15,6,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,15,1.6408644,4,4,7,5,15,6,2,15,225,225
08696152,0,0,3,3,4,,2,3,5,3,4,4,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,-.096149743,2,3,5,3,4,4,,4,16,16
08696162,0,0,18,1,5,,1,3,5,3,3,4,4,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,5,1.6408644,1,3,5,3,3,4,4,5,25,25
08696188,1,0,27,3,,1,1,3,2,1,42,1,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,1,-.096149743,1,3,2,1,42,1,2,1,1,1
08696295,0,0,27,7,9,,2,2,5,3,9,2,7,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,9,-.096149743,2,2,5,3,9,2,7,9,81,81
08696415,0,1,26,2,5,,2,5,20,0,4,3,10,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,,5,-.096149743,2,5,20,0,4,3,10,5,25,25
08696614,0,1,26,2,1.5,,1.6,1.3,-1,-.5,.5,2,3,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,,1.5,-.096149743,1.6,1.3,,-.5,.5,2,3,1.5,2.25,2.25
08696780,0,0,26,2,5,,1,5,4,5,5,3,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,5,.77235729,1,5,4,5,5,3,2,5,25,25
08696834,0,0,23,3,2,,1,3,5,5,2,3,2,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,2,-.096149743,1,3,5,5,2,3,2,2,4,4
08696845,1,0,23,2,,1,.5,3,1,3,5,4,10,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,-.096149743,.5,3,1,3,5,4,10,1,1,1
08696849,1,1,19,1,,1,1,3,6,1,1,1,2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,-1.8331639,1,3,6,1,1,1,2,1,1,1
08696870,0,0,23,2,45,,10,10,10,5,10,10,10,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,45,.77235729,10,10,10,5,10,10,10,45,2025,2025
08696913,0,1,23,1,5,,.04,.04,.1,.05,.1,.08,5,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,5,-.96465683,.039999999,.039999999,.1,.050000001,.1,.079999998,5,5,25,25
08696930,1,0,27,1,,8,0,4,5,30,2,5,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,8,-.96465683,0,4,5,30,2,5,,8,64,64
08697012,1,1,23,1,,5,3,3,6,3,7,4,8,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,,5,-.96465683,3,3,6,3,7,4,8,5,25,25
08698512,1,1,26,2,,4,.75,2.4,5.5,2,3,3,7,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,4,-.96465683,.75,2.4000001,5.5,2,3,3,7,4,16,16
08699751,0,0,23,5,3,,2,2,4,2,2,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,,3,.77235729,2,2,4,2,2,2,2,3,9,9
08701067,0,0,23,2,5,,1.5,3,20,20,2,2,30,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,5,1.6408644,1.5,3,20,20,2,2,30,5,25,25
08701604,1,0,26,3,,5,2,3,4,6,6,6,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,,5,-.096149743,2,3,4,6,6,6,5,5,25,25
08701712,0,0,26,2,2,,1,5,20,5,2,2,20,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,2,1.6408644,1,5,20,5,2,2,20,2,4,4
08702128,0,1,27,4,3,,3,6,2,4,3,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,-1.8331639,3,6,2,4,3,3,2,3,9,9
08702479,1,1,27,2,,10,3,2,7,2,5,2,5,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,10,-.096149743,3,2,7,2,5,2,5,10,100,100
08702852,0,1,26,1,1,,1,2.2,3,2,1,3,4,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,-.96465683,1,2.2,3,2,1,3,4,1,1,1
08702861,0,0,23,2,2,,0,2.5,2.5,-10,2,1,15,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,.77235729,0,2.5,2.5,,2,1,15,2,4,4
08703500,0,1,27,5,6,,1,3,7,3,6,2.5,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,6,-.096149743,1,3,7,3,6,2.5,5,6,36,36
08703894,1,1,26,4,,5,1.5,2.5,6,2.5,1.5,2.5,6,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,5,-.96465683,1.5,2.5,6,2.5,1.5,2.5,6,5,25,25
08704278,1,1,26,3,,1,2,2,4,2,4,3,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,-.096149743,2,2,4,2,4,3,4,1,1,1
08704977,1,1,26,2,,12,1,7,8,2,3,3,5,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,,12,-.96465683,1,7,8,2,3,3,5,12,144,144
08705585,0,0,26,2,2,,.5,2.5,5,0,2,2,5,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,2,.77235729,.5,2.5,5,0,2,2,5,2,4,4
08705680,0,0,18,2,20,,1,1,10,2,1,2,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,,20,.77235729,1,1,10,2,1,2,1,20,400,400
08706554,1,1,17,2,,20,2,5,10,10,2,6,3,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,20,-.096149743,2,5,10,10,2,6,3,20,400,400
08707567,1,1,16,3,,22,3,10,12,5,5,14,10,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,22,-.096149743,3,10,12,5,5,14,10,22,484,484
08708148,0,0,8,1,0,,1,2,10,1,4,6,3,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1.8331639,1,2,10,1,4,6,3,0,0,0
08709751,1,0,21,2,,10,5,2,5,20,5,3,5,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,10,-.096149743,5,2,5,20,5,3,5,10,100,100
08709871,1,0,17,2,,10,2,2,1.8,2,10,2,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,10,-.96465683,2,2,1.8,2,10,2,2,10,100,100
08712155,1,1,19,2,,15,2,6,6,3,5,3,4,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,15,-.96465683,2,6,6,3,5,3,4,15,225,225
08717075,1,1,26,1,,5,.2,3,5,2,5,3,8,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,,5,-.096149743,.2,3,5,2,5,3,8,5,25,25
08718849,0,0,27,2,15,,1.5,3,5,2,5,3,5,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,15,1.6408644,1.5,3,5,2,5,3,5,15,225,225
08722810,1,1,27,4,,5,5,3,20,25,5,10,50,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,5,-.096149743,5,3,20,25,5,10,50,5,25,25
08723421,0,0,27,2,50,,10,40,10,30,10,10,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,50,-.96465683,10,40,10,30,10,10,,50,2500,2500
08725703,0,0,15,3,0,,.15,10,10,.5,2,2.1,.5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1.8331639,.15000001,10,10,.5,2,2.0999999,.5,0,0,0
08726100,0,0,17,2,5,,2,2,15,2,2,2,10,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,.77235729,2,2,15,2,2,2,10,5,25,25
08729758,1,0,27,1,,2,.01,3,2,3,9,2,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,-.096149743,.0099999998,3,2,3,9,2,3,2,4,4
08730290,0,1,26,2,4,,2,2,5,3,4,3,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,4,-.096149743,2,2,5,3,4,3,3,4,16,16
08730292,1,1,18,2,,5,1,2,10,5,8,5,5,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,5,-.096149743,1,2,10,5,8,5,5,5,25,25
08731923,0,0,13,1,3,,4,6,5,4,3,4,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,3,-1.8331639,4,6,5,4,3,4,3,3,9,9
08734871,0,0,27,7,10,,4,5,5,5,5,4,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,10,-.096149743,4,5,5,5,5,4,5,10,100,100
08735853,1,1,21,3,,5,2,3,5,2,2,5,8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,5,-.096149743,2,3,5,2,2,5,8,5,25,25
